0 - 4;4728;4454
5 - 9;5845;5452
10 - 14;5570;5242
15 - 19;5490;5268
20 - 24;5233;4976
25 - 29;4880;4556
30 - 34;4826;4610
35 - 39;5593;5162
40 - 44;5902;5455
45 - 49;4947;4365
50 - 54;3925;3467
55 - 59;3055;2843
60 - 64;2323;2480
65 - 69;1709;1805
70 - 74;1042;1214
75+;904;1300
