Manggar;98.72;2.74
Damar;97.09;15.14
Kelapa Kampit;100.00;2.78
Gantung;97.15;1.05
Simpang Renggiang;100.00;3.24
Simpang Pesak;100.00;2.99
Dendang;80.75;0.00
Kabupaten;97.06;3.45
