Manggar;0;1;1
Mengkubang;1;0;1
Kelapa Kampit;0;0;0
Gantung;0;0;0
Renggiang;0;0;0
Simpang Pesak;0;0;0
Dendang;0;1;1
Kabupaten;1;2;3
