Manggar;52.73;47.27;100.00
Mengkubang;33.33;66.67;100.00
Kelapa Kampit;44.44;55.56;100.00
Gantung;52.08;47.92;100.00
Renggiang;57.14;42.86;100.00
Simpang Pesak;87.50;12.50;100.00
Dendang;84.62;15.38;100.00
Kabupaten;54.84;45.16;100.00
