Manggar;7;10;17
Mengkubang;0;2;2
Kelapa Kampit;2;3;5
Gantung;1;2;3
Renggiang;0;0;0
Simpang Pesak;0;1;1
Dendang;0;0;0
Kabupaten;10;18;28
