Manggar;4.91;4.08;100.00;100.00;100.00
Mengkubang;23.89;27.10;100.00;100.00;100.00
Kelapa Kampit;62.38;17.59;100.00;100.00;100.00
Gantung;11.88;12.06;100.00;100.00;100.00
Renggiang;56.10;32.94;100.00;100.00;100.00
Simpang Pesak;30.90;7.62;100.00;100.00;100.00
Dendang;31.03;14.52;100.00;100.00;100.00
Kabupaten;24.02;12.86;100.00;100.00;100.00
