Manggar;1;0;1
Mengkubang;0;0;0
Kelapa Kampit;1;0;1
Gantung;4;0;4
Renggiang;4;0;4
Simpang Pesak;2;0;2
Dendang;1;1;2
Kabupaten;13;1;14
