Manggar;100.00;100.00
Mengkubang;100.00;100.00
Kelapa Kampit;100.00;100.00
Gantung;92.86;100.00
Renggiang;100.00;100.00
Simpang Pesak;100.00;100.00
Dendang;100.00;100.00
Kabupaten;97.62;100.00
