Manggar;96.70;3.30
Mengkubang;95.74;4.26
Kelapa Kampit;95.24;4.76
Gantung;97.35;2.65
Renggiang;97.62;2.38
Simpang Pesak;95.00;5.00
Dendang;95.65;4.35
Luar Daerah;100.00;0.00
Kabupaten;96.42;3.58
