Manggar;2.56;2.53;2.55
Mengkubang;2.56;1.90;2.25
Kelapa Kampit;2.37;1.97;2.18
Gantung;3.94;3.49;3.73
Renggiang;1.52;0.00;0.79
Simpang Pesak;1.32;1.47;1.39
Dendang;2.13;4.71;3.35
Kabupaten;2.66;2.56;2.61
