Manggar;65.47;83.45;74.19;65.47;83.45;74.19
Mengkubang;79.81;71.49;75.78;83.40;72.44;78.09
Kelapa Kampit;88.68;67.42;78.37;84.98;73.97;79.64
Gantung;118.59;140.65;129.28;122.75;148.17;135.07
Renggiang;89.42;95.05;92.15;87.85;93.39;90.54
Simpang Pesak;98.14;86.69;92.59;89.85;88.16;89.03
Dendang;109.09;92.53;101.06;109.09;92.53;101.06
Kabupaten;89.56;94.21;91.81;89.65;96.97;93.20
