Manggar;79.80;81.69
Mengkubang;69.87;71.62
Kelapa Kampit;81.63;80.42
Gantung;89.78;84.77
Renggiang;79.23;85.38
Simpang Pesak;85.14;87.16
Dendang;74.05;73.51
Kabupaten;81.14;81.05
