Manggar;5.70;6.65;6.15
Mengkubang;3.42;3.81;3.60
Kelapa Kampit;4.73;3.29;4.05
Gantung;4.72;4.80;4.76
Renggiang;6.06;5.00;5.56
Simpang Pesak;10.53;8.82;9.72
Dendang;4.26;9.41;6.70
Kabupaten;5.32;5.71;5.51
