Manggar;69.52;84.81;76.76;71.79;84.49;77.81
Mengkubang;70.09;72.38;71.17;74.36;66.67;70.72
Kelapa Kampit;78.11;86.18;81.93;79.29;75.00;77.26
Gantung;88.98;100.87;94.62;85.43;93.45;89.23
Renggiang;74.24;88.33;80.95;83.33;83.33;83.33
Simpang Pesak;77.63;95.59;86.11;84.21;92.65;88.19
Dendang;70.21;84.71;77.09;71.28;85.88;78.21
Kabupaten;76.13;88.28;81.89;77.73;83.84;80.63
