Manggar;88.58;104.61;96.18;90.36;105.27;97.42
Mengkubang;82.65;77.96;80.43;81.76;77.96;79.96
Kelapa Kampit;85.33;83.17;84.31;85.33;83.17;84.31
Gantung;99.28;102.98;101.03;99.28;102.98;101.03
Renggiang;114.05;112.77;113.44;112.49;112.77;112.62
Simpang Pesak;99.01;88.57;94.06;100.39;88.57;94.79
Dendang;72.72;100.33;85.80;72.72;100.33;85.80
Kabupaten;90.76;97.31;93.87;91.23;97.52;94.21
