Manggar;89.86;89.86
Mengkubang;78.33;78.33
Kelapa Kampit;90.80;90.80
Gantung;59.00;89.46
Renggiang;84.67;84.67
Simpang Pesak;45.16;84.52
Dendang;75.77;75.77
Kabupaten;77.37;86.87
