Manggar;16.74;11.45
Mengkubang;20.72;32.43
Kelapa Kampit;6.76;10.81
Gantung;15.61;5.37
Renggiang;18.06;31.94
Simpang Pesak;0.00;13.21
Dendang;38.04;6.52
Kabupaten;16.63;13.77
