Manggar;95.69;109.22;102.10;95.99;109.22;102.26
Mengkubang;103.98;89.80;97.26;103.98;89.80;97.26
Kelapa Kampit;93.31;91.35;92.38;93.31;91.35;92.38
Gantung;97.64;109.79;103.40;97.64;109.79;103.40
Renggiang;106.24;105.83;106.04;106.24;105.83;106.04
Simpang Pesak;104.51;96.20;100.57;103.14;96.20;99.85
Dendang;102.47;104.00;103.19;102.47;104.00;103.19
Kabupaten;98.41;103.14;100.65;98.41;103.14;100.65
