Manggar;3;6;9
Mengkubang;0;0;0
Kelapa Kampit;4;0;4
Gantung;3;1;4
Renggiang;2;0;2
Simpang Pesak;1;0;1
Dendang;1;1;2
Kabupaten;14;8;22
