Manggar;18.23;0.00
Mengkubang;12.22;0.00
Kelapa Kampit;20.51;0.00
Gantung;15.20;20.00
Renggiang;33.78;25.00
Simpang Pesak;19.57;5.33
Dendang;0.00;0.00
Kabupaten;17.53;1.43
