Manggar;102.21;119.42;110.36
Mengkubang;95.98;102.63;99.13
Kelapa Kampit;93.31;92.03;92.70
Gantung;98.46;107.97;102.97
Renggiang;106.24;104.09;105.22
Simpang Pesak;114.14;83.99;99.85
Dendang;90.35;111.34;100.30
Kabupaten;99.43;107.03;103.03
