Manggar;54.30;86.81;70.10
Mengkubang;82.33;98.89;90.31
Kelapa Kampit;72.81;95.99;83.93
Gantung;38.17;112.84;73.93
Renggiang;50.80;92.66;70.77
Simpang Pesak;46.19;79.83;62.24
Dendang;35.85;58.28;46.62
Kabupaten;53.95;92.60;72.56
