Manggar;98.27;98.27;98.27
Mengkubang;105.71;105.71;105.71
Kelapa Kampit;113.85;113.85;113.85
Gantung;105.67;105.67;105.67
Renggiang;141.18;141.18;141.18
Simpang Pesak;123.26;123.26;123.26
Dendang;119.48;119.48;119.48
Kabupaten;109.27;109.27;109.27
